요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,개설일자,좌표(X),좌표(Y)
온누리큰사랑약국,81,약국,110000,서울,110003,강서구,화곡동,07756,"서울특별시 강서구 강서로 64, 1층 (화곡동)",02-2691-7005,2000-11-13,,
온누리큰사랑약국,81,약국,380000,경남,381100,양산시,덕계동,50554,"경상남도 양산시 덕계로 45, (덕계동)",055-367-1101,2002-07-22,129.1492232,35.3724343
온누리큰사랑약국,81,약국,260000,울산,260001,울산남구,무거동,44628,"울산광역시 남구 북부순환도로 48, (무거동)",052-277-8803,2003-03-10,129.2689621,35.5522580
온누리태전약국,81,약국,250000,대전,250002,대전대덕구,법동,34384,"대전광역시 대덕구 계족로663번길 23, 상가동 103호 (법동, 유원아파트)",042-633-8504,1997-05-20,127.4282129,36.3701272
온누리태평양약국,81,약국,310000,경기,312300,김포시,,10066,"경기도 김포시 김포한강4로 487, 2층 2015호 (구래동, 한강신도시 반도유보라 4차)",031-8049-8832,2018-11-22,126.6300872,37.6463001
온누리파란약국,81,약국,320000,강원,320100,강릉시,입암동,25576,"강원특별자치도 강릉시 성덕포남로 64, 101호 (입암동)",033-651-7750,2011-08-17,128.9186948,37.7604711
온누리파랑새약국,81,약국,310000,경기,312001,용인기흥구,마북동,16908,"경기도 용인시 기흥구 연원로 39, (마북동, 대현빌딩)",031-284-3827,2010-01-02,127.1106011,37.3019631
온누리평안약국,81,약국,110000,서울,110013,영등포구,양평동5가,07204,"서울특별시 영등포구 양평로24길 9, (양평동5가, 한신아파트)",02-2634-6769,1996-03-19,126.8920413,37.5402076
온누리푸른약국,81,약국,230000,대구,230003,대구북구,읍내동,41434,"대구광역시 북구 칠곡중앙대로 504-1, 1층 (읍내동)",053-326-0802,2003-03-03,128.5505191,35.9405716
온누리하이팜약국,81,약국,220000,인천,220008,인천계양구,계산동,21060,"인천광역시 계양구 계산새로 71, C동 116호 (계산동)",032-553-5411,2006-08-14,126.7360621,37.5386558
온누리학마을약국,81,약국,110000,서울,110020,양천구,신정동,08109,"서울특별시 양천구 신정로14길 6, 103호 (신정동, 학마을상가 1단지)",02-2066-8158,2002-09-06,126.8443952,37.5080816
온누리한국약국,81,약국,310000,경기,311300,하남시,신장동,12946,"경기도 하남시 대청로59번길 15-1, 109호 (신장동, 한국아파트상가)",031-793-9969,1996-09-24,127.2188268,37.5411520
온누리한길약국,81,약국,240000,광주,240002,광주북구,각화동,61166,"광주광역시 북구 군왕로203번길 1, (각화동)",062-261-9888,2021-12-13,126.9350757,35.1789321
온누리한라약국,81,약국,110000,서울,110005,구로구,구로동,08323,"서울특별시 구로구 구일로10길 49, (구로동, 다원그린빌)",02-862-0157,1998-05-28,126.8744137,37.4957554
온누리한빛약국,81,약국,210000,부산,210001,부산남구,대연동,48445,"부산광역시 남구 수영로 201, 1층 (대연동)",051-621-0636,2000-07-14,129.0885913,35.1351212
온누리한사랑약국,81,약국,380000,경남,381100,양산시,중부동,50629,"경상남도 양산시 양산역6길 3, 108호 (중부동, 센트럴스위트)",055-362-3265,2015-05-04,129.0266014,35.3378100
온누리한솔약국,81,약국,390000,제주,390200,제주시,화북일동,63292,"제주특별자치도 제주시 일주동로 181, (화북일동)",064-725-0270,2000-08-29,126.5648331,33.5190116
온누리한솔약국,81,약국,310000,경기,310401,성남수정구,태평동,13110,"경기도 성남시 수정구 성남대로 1275-1, (태평동)",031-754-2473,1997-12-03,127.1266657,37.4438050
온누리현대약국,81,약국,250000,대전,250005,대전중구,문화동,34998,"대전광역시 중구 문화로 172, (문화동)",042-582-5921,1996-06-21,127.4044428,36.3141730
온누리현대약국,81,약국,330000,충북,330102,청주흥덕구,비하동,28363,"충청북도 청주시 흥덕구 비하로 59, (비하동)",043-233-3677,2006-01-27,127.4246422,36.6327033
온누리화목약국,81,약국,210000,부산,210005,부산북구,금곡동,46512,"부산광역시 북구 효열로 214-1, (금곡동)",051-361-3009,2011-09-26,129.0192152,35.2631485
온달약국,81,약국,310000,경기,310601,수원권선구,권선동,16563,"경기도 수원시 권선구 권중로 31, (권선동, 신안풍림상가)",031-238-8421,1996-11-11,127.0337444,37.2541671
온담약국,81,약국,310000,경기,311700,시흥시,장곡동,15002,"경기도 시흥시 황고개로 531, 106호 (장곡동)",070-7807-0232,2023-10-23,,
온두레생연약국,81,약국,310000,경기,310200,동두천시,생연동,11329,"경기도 동두천시 정장로 37, (생연동)",031-859-0179,2023-10-12,127.0550079,37.9043019
온두레약국,81,약국,310000,경기,310200,동두천시,생연동,11312,"경기도 동두천시 동광로 81, (생연동)",031-866-3696,2025-01-31,127.0574183,37.9090255
온리약국,81,약국,110000,서울,110012,성북구,길음동,02724,"서울특별시 성북구 삼양로13길 45, 길음뉴타운,e편한세상 대림상가동 1층 102호 (길음동)",02-6229-5252,2024-12-16,127.0196773,37.6107390
온맘약국,81,약국,110000,서울,110018,송파구,송파동,05675,"서울특별시 송파구 가락로 158, 1층 102호 (송파동)",419-5878,2013-03-04,127.1132668,37.5031253
온빛약국,81,약국,310000,경기,310402,성남중원구,금광동,13181,"경기도 성남시 중원구 광명로 318, 1층 (금광동)",031-607-1022,2024-05-21,,
온빛약국,81,약국,350000,전북,350600,김제시,검산동,54399,"전북특별자치도 김제시 금성로 126, (검산동)",063-546-1905,2019-06-24,126.9036846,35.8005856
온빛약국,81,약국,110000,서울,110002,강동구,성내동,05378,"서울특별시 강동구 천호대로 1024, 힐스테이트 천호역 젠트리스 110호 (성내동)",02-6448-8886,2024-11-13,127.1256988,37.5372437
온사랑약국,81,약국,240000,광주,240004,광주광산구,수완동,62306,"광주광역시 광산구 임방울대로 342, 103호 (수완동)",062-955-9550,2020-06-06,126.8243182,35.1903865
온사랑약국,81,약국,340000,충남,340202,천안동남구,신방동,31184,"충청남도 천안시 동남구 일봉로 8, 학산빌딩 1층 103호 (신방동)",041-579-6866,2019-11-29,127.1294022,36.7933496
온사랑온누리약국,81,약국,220000,인천,220001,인천미추홀구,주안동,22136,"인천광역시 미추홀구 미추홀대로 715, 101호 (주안동)",032-876-5632,2019-07-01,126.6799607,37.4613859
온새미로약국,81,약국,220000,인천,220003,인천부평구,부평동,21389,"인천광역시 부평구 부평대로 21, 금남빌딩 102호 (부평동)",032-515-5327,2023-10-06,,
온새미로약국,81,약국,370000,경북,370702,포항북구,득량동,37696,"경상북도 포항시 북구 양학로 51, (득량동)",054-272-9809,2013-02-22,129.3484289,36.0278245
온새미온누리약국,81,약국,110000,서울,110021,서초구,방배동,06561,"서울특별시 서초구 방배로 223, 1층 1호 (방배동)",02-532-7185,2019-04-11,126.9899521,37.4930421
온세상건강약국,81,약국,390000,제주,390100,서귀포시,표선면,63629,"제주특별자치도 서귀포시 표선면 표선동서로 225, (표선의원)",064-787-7817,2016-05-02,126.8316187,33.3242547
온세상약국,81,약국,310000,경기,312003,용인처인구,김량장동,17051,"경기도 용인시 처인구 금령로 116, (김량장동,용인타워 402호)",031-333-3027,2009-09-18,127.2092350,37.2351994
온세약국,81,약국,310000,경기,311200,평택시,신장동,17753,"경기도 평택시 탄현로 341, (신장동)",031-662-1171,2024-11-05,127.0565695,37.0826992
온세종합약국,81,약국,350000,전북,350401,전주완산구,중앙동2가,55038,"전북특별자치도 전주시 완산구 전라감영3길 22, (중앙동2가)",063-232-0830,2012-10-29,127.1430537,35.8171234
온솔약국,81,약국,390000,제주,390200,제주시,도남동,63205,"제주특별자치도 제주시 신성로 78, 1층 (도남동)",064-727-1210,2023-12-21,126.5278004,33.4954339
온수골온누리약국,81,약국,310000,경기,310601,수원권선구,권선동,16553,"경기도 수원시 권선구 동수원로242번길 6, (권선동)",031-226-2555,1993-10-07,127.0349988,37.2509437
온수약국,81,약국,110000,서울,110005,구로구,온수동,08261,"서울특별시 구로구 부일로1길 22, (온수동)",02-2683-0262,1981-09-11,126.8208166,37.4921899
온숲약국,81,약국,110000,서울,110002,강동구,둔촌동,05409,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 2층 2072호 (둔촌동)",02-6013-0045,2025-02-24,127.1370449,37.5274745
온심약국,81,약국,350000,전북,350401,전주완산구,평화동2가,55135,"전북특별자치도 전주시 완산구 모악로 4693, (평화동2가)",063-228-9278,2015-03-30,127.1304431,35.7884996
온약국,81,약국,110000,서울,110001,강남구,역삼동,06125,"서울특별시 강남구 논현로 565, 1층 101-1호 (역삼동, 휴먼터치빌)",02-558-0158,2025-03-20,,
온약국,81,약국,370000,경북,370701,포항남구,상도동,37783,"경상북도 포항시 남구 포스코대로 333, 포항상공회의소 (상도동)",054-727-2723,2025-03-01,,
온약국,81,약국,110000,서울,110021,서초구,양재동,06749,"서울특별시 서초구 강남대로 213, 스포타임 엘타워 1층 (양재동)",070-8691-1260,2021-11-01,,
온약국,81,약국,310000,경기,312300,김포시,구래동,10071,"경기도 김포시 김포한강8로 410, 스타프라자 109호 (구래동)",031-987-5569,2022-04-18,126.6236296,37.6429991
온약국,81,약국,350000,전북,350600,김제시,요촌동,54394,"전북특별자치도 김제시 동서로 250, (요촌동)",070-7377-6525,2022-06-07,126.8945831,35.8033570
온약국,81,약국,240000,광주,240005,광주남구,주월동,61697,"광주광역시 남구 봉선로 12, 세븐편의점(남구사회복지협의회) 1층 (주월동)",062-456-0233,2021-09-16,126.9021796,35.1319849
온약국,81,약국,340000,충남,340500,아산시,온천동,31509,"충청남도 아산시 아산로 118-3, 1층 103호 (온천동)",041-541-5841,2019-11-25,126.9953441,36.7927210
온약국,81,약국,110000,서울,110012,성북구,길음동,02722,"서울특별시 성북구 길음로 11, 223호 (길음동, 길음역롯데캐슬트윈골드아파트)",02-6489-5552,2025-03-20,127.0234729,37.6038013
온약국,81,약국,110000,서울,110018,송파구,방이동,05546,"서울특별시 송파구 백제고분로 465, 1호 103호 (방이동)",02-424-5010,2022-03-10,127.1130686,37.5121890
온약국,81,약국,350000,전북,350401,전주완산구,중화산동2가,54971,"전북특별자치도 전주시 완산구 유연로 314, 101호 (중화산동2가)",063-227-7609,2024-01-11,127.1198375,35.8250849
온약국,81,약국,250000,대전,250003,대전서구,만년동,35203,"대전광역시 서구 대덕대로 396, (만년동)",042-483-4114,2016-10-04,127.3799876,36.3682016
온약국,81,약국,330000,충북,330200,충주시,연수동,27351,"충청북도 충주시 번영대로 192, 2층 (연수동)",043-847-3768,2025-03-06,127.9389965,36.9868821
온약국,81,약국,230000,대구,230004,대구서구,평리동,41787,"대구광역시 서구 문화로 282, 1층 (평리동)",053-571-1844,2018-09-03,128.5635043,35.8756094
온양다나약국,81,약국,340000,충남,340500,아산시,용화동,31569,"충청남도 아산시 시민로 292, (용화동)",041-549-0216,2000-12-11,126.9963419,36.7756980
온양온누리약국,81,약국,260000,울산,260100,울산울주군,온양읍,44974,"울산광역시 울주군 온양읍 남창1길 50, (온양읍)",052-237-0851,2017-06-26,129.2809662,35.4168899
온양우정약국,81,약국,340000,충남,340500,아산시,용화동,31578,"충청남도 아산시 용화고길 97, 1층 (용화동)",041-533-6209,2018-05-01,127.0125264,36.7737181
온유약국,81,약국,240000,광주,240002,광주북구,오치동,61052,"광주광역시 북구 설죽로 338, (오치동)",062-251-3388,2007-08-21,126.8993895,35.1896327
온유약국,81,약국,110000,서울,110016,종로구,종로5가,03129,"서울특별시 종로구 종로 205, (종로5가)",02-745-5487,2018-02-22,127.0005649,37.5712072
온유한약국,81,약국,350000,전북,350401,전주완산구,효자동3가,54960,"전북특별자치도 전주시 완산구 황강서원로 24, (효자동3가)",063-288-2442,2010-04-26,127.0996343,35.8285764
온율약국,81,약국,110000,서울,110007,동대문구,이문동,02419,"서울특별시 동대문구 휘경로 13, 102호 (이문동)",02-966-5611,2024-03-07,,
온정약국,81,약국,110000,서울,110002,강동구,천호동,05306,"서울특별시 강동구 양재대로 1601, 장수빌딩 1층 (천호동)",02-489-2282,2023-08-23,,
온정약국,81,약국,310000,경기,310701,안양만안구,안양동,14001,"경기도 안양시 만안구 장내로 125, 1층 5호 (안양동)",031-443-0280,2025-01-06,,
온정약국,81,약국,350000,전북,350401,전주완산구,효자동1가,55093,"전북특별자치도 전주시 완산구 용머리로 152, (효자동1가)",063-221-8279,2009-08-14,,
온정약국,81,약국,310000,경기,310100,광명시,소하동,14323,"경기도 광명시 기아로 113, 정문 경비동 1층 (소하동)",02-808-1005,2023-01-06,126.8905604,37.4402908
온정약국,81,약국,110000,서울,110001,강남구,논현동,06106,"서울특별시 강남구 논현로 648, 1층 일부호 (논현동)",02-3446-2147,2007-06-27,127.0322915,37.5115889
온정약국,81,약국,310000,경기,311200,평택시,비전동,17887,"경기도 평택시 평택5로 191, 온정약국 1층 (비전동)",031-654-6781,2023-02-21,127.1028147,36.9964689
온정약국,81,약국,330000,충북,330102,청주흥덕구,옥산면,28113,"충청북도 청주시 흥덕구 옥산면 오송가락로 825, 1층 102호",043-267-0890,2024-01-23,127.3742329,36.6631610
온정약국,81,약국,380000,경남,380705,창원성산구,대방동,51462,"경상남도 창원시 성산구 대암로 80, (대방동, 성원3차아파트상가)",055-283-2115,2004-11-15,128.7052998,35.2150000
온정약국,81,약국,370000,경북,371000,경산시,하양읍,38409,"경상북도 경산시 하양읍 서사도리4로 1, 107호",053-854-5999,2024-06-27,128.8083307,35.9186259
온정약국,81,약국,210000,부산,210015,부산사상구,주례동,47012,"부산광역시 사상구 가야대로 274-3, (주례동)",051-328-8210,2018-09-21,129.0026097,35.1501509
온정약국,81,약국,210000,부산,210004,부산진구,양정동,47213,"부산광역시 부산진구 동평로 420, (양정동)",051-852-8858,1983-07-01,129.0705037,35.1729696
온정약국,81,약국,210000,부산,210009,부산해운대구,반여동,48038,"부산광역시 해운대구 선수촌로 103-4, (반여동)",051-523-2362,2017-05-19,129.1193242,35.2031837
온정약국,81,약국,260000,울산,260100,울산울주군,온산읍,45001,"울산광역시 울주군 온산읍 덕신로 279, 수산업협동조합(온산점) 1층",052-237-1237,2019-01-03,129.3119158,35.4341906
온정온누리약국,81,약국,380000,경남,380703,창원진해구,경화동,51671,"경상남도 창원시 진해구 충장로 361, 102호 (경화동, 그랜드메디컬)",055-542-0639,2007-12-19,128.6916717,35.1539583
